File Name,Positive,Neutral,Negative
Wall_Street_Journal_Israel.txt,0.0951187061794788,0.5903005494006713,0.3145807444198498
NBC_Israel.txt,1.0,0.0,0.0
Forbes_Israel.txt,0.26819287797910557,0.7318071220208945,0.0
MSNBC_Israel.txt,0.3869727598352495,0.39635752623241455,0.216669713932336
USA_Today_Israel.txt,0.2803675762588341,0.6460847987358737,0.07354762500529216
CBS_News_Israel.txt,0.3086556493425071,0.6913443506574928,0.0
Fox_News_Israel.txt,0.46914932297250295,0.5308506770274971,0.0
NY Post_Israel.txt,1.0,0.0,0.0
WP_Israel.txt,0.0,0.6800553155410661,0.3199446844589339
NYT_Israel.txt,0.07645806273460051,0.4560140558516734,0.46752788141372603
Associated_Press_Israel.txt,0.0,0.6482989062682624,0.35170109373173764
BBC_Israel.txt,0.11535468799154439,0.2242632174064751,0.6603820946019805
NPR_Israel.txt,0.12018378808432753,0.5269122496119601,0.3529039623037123
CNN_Israel.txt,0.1893670133569353,0.7437079787781695,0.06692500786489528
ABC_Israel.txt,0.6878327470587272,0.31216725294127284,0.0
PBS_Israel.txt,0.0,0.8302281786370932,0.16977182136290686
